day,date,time,operator,branch,driver,temperature,bill,pizzas,free_wine,got_wine,discount_customer
Wednesday,07-May-14,4.024.433.082,Melissa,Centre,Salvatore,6.278.106.469,39.1,4,1,1,0
Wednesday,07-May-14,2.512.680.053,Laura,West,Mario,6.459.100.588,31.2,3,0,0,1
Wednesday,07-May-14,286.603.397,Laura,East,Mario,679.477.907,46,3,0,0,0
Wednesday,07-May-14,4.034.138.717,Melissa,West,Salvatore,5.849.747.475,58.8,2,1,0,0
Wednesday,07-May-14,4.373.674.404,Melissa,Centre,Mario,5.309.666.307,60.1,4,1,1,0
Wednesday,07-May-14,5.223.012.905,Laura,Centre,Mario,6.482.667.367,55.9,7,1,1,0
Wednesday,07-May-14,3.575.512.891,Laura,Centre,Salvatore,5.424.384.332,43,4,0,0,0
Wednesday,07-May-14,3.039.506.867,Laura,Centre,Salvatore,5.844.397.131,40.1,3,0,0,0
Wednesday,07-May-14,4.231.205.748,Laura,East,Mario,6.849.807.217,38.6,2,1,1,0
Wednesday,07-May-14,3.246.940.447,Melissa,East,Salvatore,656.788.076,35.9,1,0,0,1
Wednesday,07-May-14,3.881.888.536,Melissa,West,Salvatore,5.844.361.469,46.2,4,0,0,0
Wednesday,07-May-14,3.919.448.289,Laura,West,Salvatore,5.377.939.449,36.6,3,0,0,0
Wednesday,07-May-14,3.565.195.527,Melissa,Centre,Mario,5.282.068.176,56.3,3,0,0,1
Wednesday,07-May-14,3.863.048.721,Melissa,West,Mario,5.983.190.401,41.7,3,0,0,0
Wednesday,07-May-14,337.281.991,Laura,West,Mario,5.951.409.832,54.3,2,0,0,0
Wednesday,07-May-14,324.977.359,Melissa,Centre,Salvatore,5.599.381.169,54.7,3,0,0,0
Wednesday,07-May-14,3.532.800.674,Melissa,Centre,Mario,5.874.174.213,40.5,3,0,0,0
Wednesday,07-May-14,4.087.301.223,Melissa,West,Salvatore,5.946.722.066,57.6,3,1,0,0
Wednesday,07-May-14,3.219.884.739,Melissa,East,Salvatore,6.455.234.209,40.2,4,0,0,0
Wednesday,07-May-14,4.204.301.393,Laura,West,Mario,5.687.572.628,39.7,3,1,1,0
Wednesday,07-May-14,3.945.903.912,Melissa,West,Mario,7.032.326.724,39.9,2,0,0,0
Thursday,08-May-14,3.189.455.201,Laura,West,Mario,681.203.501,29.7,2,0,0,0
Thursday,08-May-14,4.063.203.531,Melissa,East,Bruno,5.916.542.083,39,3,1,1,0
Thursday,08-May-14,3.005.820.631,Melissa,Centre,Bruno,6.086.847.321,28.9,1,0,0,0
Thursday,08-May-14,3.587.723.478,Melissa,East,Mario,6.824.776.004,47.8,2,0,0,0
Thursday,08-May-14,3.326.078.035,Melissa,Centre,Bruno,5.158.552.046,43.5,4,0,0,0
Thursday,08-May-14,3.357.405.975,Laura,West,Mario,4.926.208.863,68.5,5,0,0,0
Thursday,08-May-14,1.742.653.389,Melissa,East,Salvatore,6.537.330.668,23.7,1,0,0,1
Thursday,08-May-14,2.984.585.296,Melissa,East,Salvatore,5.978.480.837,31.6,2,0,0,1
Thursday,08-May-14,376.347.319,Laura,West,Bruno,5.339.611.099,51.3,3,0,0,0
Thursday,08-May-14,4.590.442.669,Melissa,Centre,Bruno,5.596.064.052,53.6,4,1,1,1
Thursday,08-May-14,3.673.753.646,Laura,East,Bruno,5.964.457.057,37.3,5,0,0,0
Thursday,08-May-14,4.128.524.386,Laura,East,Bruno,596.942.689,31.7,3,1,1,0
Thursday,08-May-14,3.185.386.859,Laura,West,Bruno,5.821.700.492,39.8,5,0,0,0
Thursday,08-May-14,3.883.199.271,Laura,Centre,Salvatore,5.709.445.298,41.9,4,0,0,0
Thursday,08-May-14,4.034.563.035,Laura,West,Mario,6.013.216.704,37.8,4,1,1,0
Thursday,08-May-14,2.048.361.256,Melissa,East,Mario,774.232.416,12,1,0,0,0
Thursday,08-May-14,3.871.908.837,Melissa,Centre,Bruno,6.632.864.765,51.1,3,0,0,0
Thursday,08-May-14,4.148.467.949,Laura,Centre,Mario,6.217.760.024,42.7,3,1,1,0
Thursday,08-May-14,4.092.097.006,Laura,East,Mario,6.648.389.454,52.4,4,1,0,0
Thursday,08-May-14,3.448.270.511,Laura,Centre,Bruno,5.698.959.284,52.4,1,0,0,0
Thursday,08-May-14,4.123.653.032,Melissa,West,Salvatore,5.912.451.729,45.4,3,1,0,0
Thursday,08-May-14,3.786.155.145,Melissa,East,Mario,647.707.737,52.9,4,0,0,1
Thursday,08-May-14,3.135.834.212,Melissa,West,Mario,5.845.254.544,57.5,3,0,0,0
Thursday,08-May-14,4.486.033.567,Laura,East,Mario,6.955.985.773,26.2,1,1,1,0
Thursday,08-May-14,2.190.443.753,Melissa,East,Bruno,6.704.306.896,21.2,1,0,0,0
Thursday,08-May-14,3.303.008.732,Laura,East,Bruno,503.054.642,54.9,3,0,0,0
Thursday,08-May-14,4.188.613.797,Laura,West,Bruno,6.573.304.997,37.2,2,1,1,1
Thursday,08-May-14,3.945.610.592,Laura,Centre,Mario,6.075.459.617,38.4,3,0,0,0
Thursday,08-May-14,3.016.748.799,Melissa,Centre,Mario,6.072.296.096,46.3,3,0,0,0
Thursday,08-May-14,366.778.138,Laura,West,Salvatore,5.692.880.867,60.2,2,0,0,0
Thursday,08-May-14,4.832.433.572,Laura,Centre,Mario,6.524.374.321,45.9,3,1,1,0
Thursday,08-May-14,3.386.335.303,Laura,West,Mario,5.596.349.505,48.2,4,0,0,0
Thursday,08-May-14,3.494.992.348,Melissa,West,Bruno,5.689.640.218,50.3,5,0,0,0
Thursday,08-May-14,376.274.954,Laura,West,Mario,6.579.226.125,32.1,1,0,0,0
Thursday,08-May-14,3.623.729.973,Laura,East,Mario,6.037.831.592,33.9,3,0,0,1
Thursday,08-May-14,3.818.985.622,Melissa,West,Bruno,6.089.112.466,33.2,2,0,0,0
Friday,09-May-14,3.149.617.729,Laura,West,Bruno,6.485.106.746,61.8,4,0,0,0
Friday,09-May-14,3.071.998.608,Laura,East,Luigi,6.609.790.711,42.8,2,0,0,0
Friday,09-May-14,4.346.905.876,Melissa,Centre,Salvatore,6.352.569.388,51.1,3,1,1,0
Friday,09-May-14,5.116.836.629,Laura,West,Luigi,578.731.767,42.3,4,1,1,0
Friday,09-May-14,3.453.104.043,Laura,East,Mario,6.962.859.989,31.7,1,0,0,0
Friday,09-May-14,2.383.844.046,Melissa,Centre,Salvatore,6.056.590.936,39.5,2,0,0,0
Friday,09-May-14,3.125.256.387,Laura,Centre,Mario,4.917.034.028,45.1,4,0,0,0
Friday,09-May-14,3.074.793.046,Melissa,East,Bruno,6.982.085.652,48.6,1,0,0,0
Friday,09-May-14,3.497.708.938,Laura,Centre,Luigi,595.855.851,43.6,3,0,0,0
Friday,09-May-14,3.643.658.503,Laura,West,Bruno,5.199.129.883,49.8,3,0,0,0
Friday,09-May-14,3.334.208.802,Laura,East,Mario,6.538.568.585,34.1,3,0,0,0
Friday,09-May-14,406.167.051,Laura,Centre,Mario,5.834.073.262,51.2,4,1,1,0
Friday,09-May-14,3.953.953.589,Melissa,East,Salvatore,6.291.244.019,36.3,3,0,0,0
Friday,09-May-14,3.016.898.912,Laura,East,Mario,5.578.487.029,41.6,6,0,0,0
Friday,09-May-14,2.760.632.851,Melissa,Centre,Salvatore,6.490.358.497,44.5,2,0,0,0
Friday,09-May-14,3.461.707.129,Melissa,Centre,Luigi,6.707.234.074,57.1,2,0,0,0
Friday,09-May-14,3.277.481.453,Laura,Centre,Salvatore,6.405.091.122,42.9,5,0,0,0
Friday,09-May-14,3.716.945.925,Laura,Centre,Salvatore,4.927.190.034,53.5,6,0,0,1
Friday,09-May-14,3.441.597.201,Melissa,Centre,Luigi,5.553.816.437,46.6,2,0,0,1
Friday,09-May-14,3.983.630.677,Melissa,West,Bruno,4.625.406.328,58.8,6,0,0,0
Friday,09-May-14,3.032.991.561,Melissa,East,Salvatore,6.893.848.127,35.2,2,0,0,0
Friday,09-May-14,4.156.265.755,Laura,East,Salvatore,5.125.212.926,46.3,5,1,1,0
Friday,09-May-14,268.246.483,Laura,Centre,Salvatore,5.578.494.881,43,2,0,0,0
Friday,09-May-14,3.635.620.279,Melissa,West,Luigi,6.343.377.315,38.6,1,0,0,0
Friday,09-May-14,4.169.154.243,Melissa,East,Salvatore,6.230.638.156,24.7,2,1,1,0
Friday,09-May-14,3.137.855.479,Melissa,Centre,Salvatore,5.639.617.101,44.3,9,0,0,1
Friday,09-May-14,3.747.928.114,Melissa,West,Salvatore,5.446.130.046,40.7,4,0,0,0
Friday,09-May-14,3.246.845.658,Melissa,West,Mario,6.257.082.239,51.8,4,0,0,0
Friday,09-May-14,3.117.003.244,Laura,East,Luigi,6.999.491.324,39.4,2,0,0,1
Friday,09-May-14,3.800.161.603,Laura,East,Salvatore,6.328.691.424,31.2,2,0,0,0
Friday,09-May-14,2.994.739.685,Melissa,Centre,Bruno,6.397.272.209,63,3,0,0,1
Friday,09-May-14,2.670.594.446,Laura,East,Bruno,6.254.148.437,33.9,2,0,0,0
Friday,09-May-14,3.288.968.475,Melissa,West,Salvatore,5.809.535.821,50.5,5,0,0,0
Friday,09-May-14,321.595.853,Melissa,Centre,Mario,5.983.699.846,29.4,2,0,0,1
Friday,09-May-14,2.956.007.533,Laura,East,Mario,7.633.320.641,16.3,2,0,0,0
Friday,09-May-14,3.990.799.005,Melissa,Centre,Bruno,5.376.759.614,40.8,3,0,0,0
Friday,09-May-14,2.987.152.725,Laura,West,Luigi,5.280.593.552,30,1,0,0,0
Friday,09-May-14,3.500.671.532,Laura,Centre,Mario,68.536.465,48.2,2,0,0,0
Friday,09-May-14,3.750.176.163,Laura,East,Luigi,5.953.972.297,53.7,2,0,0,0
Friday,09-May-14,3.877.958.656,Melissa,Centre,Mario,6.508.357.915,49.4,4,0,0,0
Friday,09-May-14,2.802.543.668,Laura,Centre,Mario,6.270.102.535,47.6,1,0,0,0
Friday,09-May-14,3.449.506.111,Laura,West,Bruno,6.391.706.829,38,3,0,0,0
Friday,09-May-14,3.491.051.127,Melissa,West,Mario,6.767.262.504,67,3,0,0,0
Friday,09-May-14,2.615.605.666,Laura,West,Bruno,5.949.823.521,28.7,3,0,0,0
Friday,09-May-14,4.038.318.771,Melissa,West,Bruno,636.346.192,46.9,3,1,1,0
Friday,09-May-14,2.718.096.972,Laura,West,Salvatore,6.470.776.116,45.1,4,0,0,0
Saturday,10-May-14,2.634.262.978,Laura,East,Mario,6.425.206.531,29.8,2,0,0,0
Saturday,10-May-14,3.579.329.409,Laura,East,Bruno,5.573.774.052,32,4,0,0,0
Saturday,10-May-14,4.367.425,Melissa,West,Mario,5.857.842.605,58,4,1,1,0
Saturday,10-May-14,4.725.934.548,Melissa,West,Domenico,5.286.829.664,37.8,2,1,1,0
Saturday,10-May-14,2.520.203.691,Laura,East,Salvatore,6.303.192.417,25,2,0,0,0
Saturday,10-May-14,3.376.938.295,Melissa,West,Luigi,6.732.775.032,31.9,5,0,0,1
Saturday,10-May-14,2.744.254.258,Melissa,West,Bruno,6.504.820.703,42,3,0,0,0
Saturday,10-May-14,3.990.893.666,Laura,Centre,Luigi,5.771.198.868,71.9,2,0,0,0
Saturday,10-May-14,4.022.766.574,Melissa,West,Mario,5.891.232.287,44.1,4,1,1,1
Saturday,10-May-14,3.798.367.229,Melissa,Centre,Mario,5.768.965.756,48.6,3,0,0,0
Saturday,10-May-14,3.616.381.086,Melissa,East,Luigi,7.522.057.044,22.3,2,0,0,0
Saturday,10-May-14,32.154.386,Laura,Centre,Salvatore,5.132.435.858,55,2,0,0,0
Saturday,10-May-14,3.716.994.295,Melissa,East,Mario,6.749.006.671,34.6,1,0,0,0
Saturday,10-May-14,3.911.398.898,Melissa,Centre,Luigi,7.121.003.602,51.7,1,0,0,0
Saturday,10-May-14,3.076.706.222,Melissa,East,Bruno,6.197.793.616,38.3,5,0,0,0
Saturday,10-May-14,4.537.306.189,Laura,Centre,Mario,5.660.261.756,44.6,2,1,1,0
Saturday,10-May-14,3.536.785.251,Laura,Centre,Salvatore,5.759.653.541,50.4,5,0,0,0
Saturday,10-May-14,3.201.579.121,Melissa,East,Luigi,6.444.348.848,40.5,3,0,0,1
Saturday,10-May-14,3.670.153.226,Laura,Centre,Bruno,6.753.091.875,48.8,6,0,0,1
Saturday,10-May-14,2.708.102.918,Laura,East,Mario,6.743.916.628,23.4,2,0,0,0
Saturday,10-May-14,3.719.694.823,Laura,Centre,Luigi,6.326.799.392,40.3,2,0,0,1
Saturday,10-May-14,3.485.399.966,Melissa,West,Mario,5.098.999.494,45.1,5,0,0,0
Saturday,10-May-14,4.859.682.332,Laura,Centre,Salvatore,5.927.987.005,41.7,4,1,1,0
Saturday,10-May-14,3.713.739.695,Laura,East,Domenico,6.727.660.833,29,2,0,0,0
Saturday,10-May-14,3.051.319.571,Laura,East,Domenico,7.884.025.203,27.3,1,0,0,0
Saturday,10-May-14,3.228.087.132,Laura,West,Luigi,6.733.153.813,38.1,5,0,0,0
Saturday,10-May-14,3.592.873.473,Melissa,Centre,Bruno,6.751.646.939,43.1,2,0,0,1
Saturday,10-May-14,2.764.751.738,Laura,West,Salvatore,5.704.335.456,26.4,2,0,0,0
Saturday,10-May-14,4.459.844.227,Laura,Centre,Salvatore,6.126.997.902,38.7,2,1,1,0
Saturday,10-May-14,4.362.627.104,Melissa,Centre,Salvatore,5.897.793.499,52.7,3,1,1,1
Saturday,10-May-14,3.030.355.854,Melissa,Centre,Domenico,6.952.467.287,27.3,3,0,0,0
Saturday,10-May-14,3.366.291.274,Melissa,East,Mario,5.822.944.947,32.3,2,0,0,0
Saturday,10-May-14,3.807.139.412,Laura,Centre,Salvatore,5.533.146.168,43.7,4,0,0,0
Saturday,10-May-14,3.144.660.634,Laura,West,Mario,6.000.181.814,47.8,4,0,0,0
Saturday,10-May-14,4.768.747.653,Melissa,West,Salvatore,5.772.974.568,55,3,1,1,1
Saturday,10-May-14,4.870.491.327,Laura,West,Bruno,6.333.571.096,41.4,5,1,1,0
Saturday,10-May-14,436.001.063,Melissa,West,Mario,6.689.594.598,61,4,1,1,1
Saturday,10-May-14,3.462.370.013,Laura,Centre,Salvatore,5.295.274.221,33,3,0,0,1
Saturday,10-May-14,4.252.335.095,Laura,Centre,Salvatore,6.502.811.118,52.8,3,1,1,1
Saturday,10-May-14,3.629.625.065,Melissa,Centre,Mario,6.164.923.115,60.2,5,0,0,0
Saturday,10-May-14,3.082.959.928,Melissa,Centre,Luigi,4.984.544.302,31.7,2,0,0,0
Saturday,10-May-14,3.034.471.558,Laura,East,Luigi,527.272.392,38.9,2,0,0,0
Saturday,10-May-14,3.702.890.952,Melissa,West,Mario,6.684.716.495,44,3,0,0,0
Saturday,10-May-14,3.760.050.753,Melissa,Centre,Mario,6.297.488.775,45,3,0,0,0
Saturday,10-May-14,3.938.170.439,Laura,Centre,Mario,5.936.719.843,74,5,0,0,0
Sunday,11-May-14,2.827.419.352,Laura,West,Domenico,6.753.721.796,31.9,3,0,0,0
Sunday,11-May-14,4.081.993.993,Laura,West,Salvatore,5.629.296.848,37.9,3,1,1,0
Sunday,11-May-14,3.828.683.465,Laura,Centre,Mario,521.217.462,39.7,3,0,0,0
Sunday,11-May-14,2.468.953.695,Melissa,East,Domenico,743.853.581,30.1,1,0,0,0
Sunday,11-May-14,3.211.852.877,Melissa,West,Mario,5.824.042.004,40.9,6,0,0,1
Sunday,11-May-14,3.353.679.706,Laura,Centre,Mario,6.010.719.628,61.5,2,0,0,0
Sunday,11-May-14,2.234.342.501,Melissa,East,Domenico,7.549.844.363,47.3,5,0,0,0
Sunday,11-May-14,3.983.328.328,Melissa,West,Mario,5.926.463.377,57.1,4,0,0,0
Sunday,11-May-14,3.370.779.807,Laura,Centre,Bruno,5.197.368.823,53.2,3,0,0,1
Sunday,11-May-14,3.508.070.515,Laura,West,Salvatore,6.282.310.474,34.2,5,0,0,0
Sunday,11-May-14,3.964.922.925,Laura,Centre,Domenico,6.683.705.004,42.3,2,0,0,1
Sunday,11-May-14,3.835.282.379,Laura,East,Bruno,6.032.243.325,52.6,2,0,0,0
Sunday,11-May-14,3.621.004.205,Laura,West,Bruno,6.267.410.294,48.8,5,0,0,0
Sunday,11-May-14,3.025.335.835,Melissa,Centre,Mario,7.173.014.539,45.3,2,0,0,0
Sunday,11-May-14,3.612.026.088,Laura,Centre,Salvatore,6.278.634.099,58.3,5,0,0,0
Sunday,11-May-14,2.483.362.228,Laura,East,Domenico,7.151.326.846,33.6,1,0,0,1
Sunday,11-May-14,2.805.379.023,Melissa,East,Domenico,5.795.527.809,38.1,3,0,0,1
Sunday,11-May-14,246.137.238,Melissa,East,Domenico,6.291.997.836,41.6,3,0,0,1
Sunday,11-May-14,3.149.773.167,Laura,Centre,Luigi,6.812.775.538,37.1,3,0,0,0
Sunday,11-May-14,3.869.756.784,Laura,East,Bruno,4.772.254.099,52.4,3,0,0,0
Sunday,11-May-14,2.881.805.074,Laura,East,Luigi,6.300.484.944,46,3,0,0,0
Sunday,11-May-14,4.038.526.801,Melissa,East,Bruno,686.321.777,52.4,3,1,1,0
Sunday,11-May-14,4.541.576.358,Laura,Centre,Salvatore,5.210.413.729,61.4,5,1,1,0
Sunday,11-May-14,2.803.295.702,Melissa,Centre,Mario,6.798.660.853,39.8,4,0,0,0
Sunday,11-May-14,4.036.928.396,Melissa,West,Mario,6.257.900.302,56.9,3,1,1,0
Sunday,11-May-14,4.193.493.995,Laura,East,Mario,6.192.329.081,48.3,3,1,0,0
Sunday,11-May-14,4.124.275.241,Melissa,West,Luigi,7.245.821.881,33.9,2,1,0,0
Sunday,11-May-14,2.957.782.261,Melissa,East,Luigi,7.138.363.465,30.4,2,0,0,0
Sunday,11-May-14,3.231.576.203,Melissa,East,Mario,6.884.850.465,43.7,1,0,0,0
Sunday,11-May-14,4.373.515.232,Melissa,West,Salvatore,5.126.228.974,57.8,3,1,1,0
Sunday,11-May-14,3.499.706.625,Melissa,Centre,Salvatore,5.938.715.142,47.5,3,0,0,0
Sunday,11-May-14,370.515.128,Laura,West,Bruno,6.147.973.478,67.1,4,0,0,0
Sunday,11-May-14,3.191.113.969,Melissa,West,Domenico,6.701.930.405,28.1,1,0,0,1
Sunday,11-May-14,356.606.207,Laura,West,Luigi,6.515.648.607,48.6,2,0,0,0
Sunday,11-May-14,2.693.866.033,Laura,East,Luigi,6.600.826.549,34.9,2,0,0,0
Sunday,11-May-14,3.348.913.434,Laura,West,Salvatore,5.693.037.982,27.5,2,0,0,1
Sunday,11-May-14,3.928.342.179,Laura,East,Mario,6.514.519.619,41.7,2,0,0,0
Sunday,11-May-14,3.213.856.952,Laura,East,Luigi,7.031.856.771,29.9,1,0,0,1
Sunday,11-May-14,334.546.588,Laura,East,Domenico,5.758.025.998,35.5,1,0,0,0
Sunday,11-May-14,2.855.909.018,Laura,East,Luigi,741.216.972,24.7,3,0,0,0
Sunday,11-May-14,2.471.355.575,Laura,East,Domenico,7.725.365.707,27.9,3,0,0,1
Sunday,11-May-14,4.068.206.619,Laura,Centre,Salvatore,5.275.006.385,54.2,3,1,1,1
Monday,12-May-14,3.593.080.522,Laura,West,Salvatore,619.412.182,55.9,3,0,0,0
Monday,12-May-14,404.980.612,Laura,Centre,Bruno,6.483.571.298,38.4,3,1,0,0
Monday,12-May-14,3.403.569.564,Laura,West,Bruno,6.359.746.544,51.4,3,0,0,1
Monday,12-May-14,3.882.523.077,Laura,Centre,Bruno,5.737.437.523,54.6,3,0,0,1
Monday,12-May-14,2.592.502.886,Laura,East,Salvatore,7.186.992.642,47,2,0,0,0
Monday,12-May-14,3.047.163.834,Laura,East,Bruno,6.942.901.384,29.5,2,0,0,0
Monday,12-May-14,3.530.615.302,Laura,West,Bruno,6.471.327.145,45.5,2,0,0,0
Monday,12-May-14,2.969.844.715,Laura,Centre,Salvatore,5.984.541.511,48.3,6,0,0,0
Monday,12-May-14,3.973.837.294,Laura,Centre,Salvatore,6.837.315.798,39.4,6,0,0,0
Monday,12-May-14,2.811.912.238,Laura,East,Salvatore,724.743.433,29.5,1,0,0,0
Monday,12-May-14,301.584.184,Laura,Centre,Salvatore,580.470.942,36.4,3,0,0,1
Monday,12-May-14,2.955.405.806,Laura,West,Salvatore,5.515.053.701,39,2,0,0,0
Monday,12-May-14,344.659.962,Laura,West,Salvatore,6.066.324.794,40.3,4,0,0,0
Monday,12-May-14,3.542.071.138,Laura,West,Salvatore,6.568.674.038,46.9,5,0,0,0
Monday,12-May-14,3.240.627.064,Laura,West,Bruno,6.609.112.496,40.9,1,0,0,0
Monday,12-May-14,3.148.357.812,Laura,West,Bruno,5.374.813.291,40.2,1,0,0,1
Monday,12-May-14,2.207.007.438,Laura,East,Salvatore,5.909.645.444,25.5,1,0,0,0
Monday,12-May-14,1.689.208.218,Laura,East,Salvatore,6.950.100.594,18.6,1,0,0,0
Monday,12-May-14,4.118.069.511,Laura,Centre,Salvatore,5.633.640.639,53.4,4,1,1,0
Monday,12-May-14,2.906.488.123,Laura,Centre,Bruno,6.057.341.495,35.5,4,0,0,0
Monday,12-May-14,3.029.990.192,Laura,West,Salvatore,6.135.909.816,36.3,2,0,0,0
Monday,12-May-14,2.915.066.409,Laura,Centre,Salvatore,6.277.614.199,31.1,2,0,0,0
Monday,12-May-14,2.397.243.724,Laura,East,Salvatore,7.769.649.721,26.7,1,0,0,0
Monday,12-May-14,3.655.785.012,Laura,Centre,Salvatore,5.172.840.769,38.9,4,0,0,0
Monday,12-May-14,375.639.236,Laura,East,Salvatore,5.273.873.257,56.3,3,0,0,0
Monday,12-May-14,3.837.254.723,Laura,Centre,Bruno,5.296.865.446,44,4,0,0,0
Monday,12-May-14,3.190.788.368,Laura,East,Salvatore,75.463.734,17.2,1,0,0,0
Monday,12-May-14,4.159.326.657,Laura,Centre,Salvatore,6.397.402.101,62.7,5,1,1,1
Monday,12-May-14,311.429.149,Laura,Centre,Salvatore,7.064.655.586,43,4,0,0,0
Monday,12-May-14,3.743.087.738,Laura,East,Salvatore,6.392.595.715,56,3,0,0,0
Monday,12-May-14,3.155.358.015,Laura,East,Bruno,546.519.642,37.6,4,0,0,0
Monday,12-May-14,2.934.249.969,Laura,West,Salvatore,6.844.697.549,50.2,2,0,0,0
Monday,12-May-14,3.027.575.333,Laura,Centre,Salvatore,6.454.552.574,47.4,2,0,0,0
Monday,12-May-14,419.211.162,Laura,Centre,Bruno,5.566.298.697,59.4,3,1,0,0
Monday,12-May-14,3.424.890.147,Laura,West,Salvatore,5.871.133.949,50.8,6,0,0,0
Monday,12-May-14,3.226.105.077,Laura,West,Bruno,6.224.489.079,49,3,0,0,1
Tuesday,13-May-14,3.246.610.352,Melissa,Centre,Bruno,5.607.323.465,54.9,3,0,0,0
Tuesday,13-May-14,3.371.643.028,Melissa,East,Mario,694.447.891,32.3,3,0,0,0
Tuesday,13-May-14,3.812.345.945,Melissa,West,Mario,6.347.130.261,40.5,3,0,0,0
Tuesday,13-May-14,2.372.918.165,Melissa,East,Bruno,6.913.723.377,21.1,1,0,0,0
Tuesday,13-May-14,3.717.929.942,Melissa,Centre,Mario,4.885.232.082,38.6,5,0,0,1
Tuesday,13-May-14,3.878.846.735,Melissa,Centre,Bruno,5.772.940.507,59.7,4,0,0,0
Tuesday,13-May-14,3.757.389.128,Melissa,West,Mario,6.751.604.655,57,3,0,0,1
Tuesday,13-May-14,4.294.709.125,Melissa,Centre,Mario,6.337.771.612,49.8,4,1,1,1
Tuesday,13-May-14,1.888.366.574,Melissa,East,Bruno,803.275.748,21.1,4,0,0,0
Tuesday,13-May-14,2.854.672.106,Melissa,Centre,Bruno,6.410.962.486,36.2,2,0,0,0
Tuesday,13-May-14,3.762.791.245,Melissa,East,Mario,6.518.833.487,33.8,2,0,0,0
Tuesday,13-May-14,4.681.401.892,Melissa,Centre,Mario,6.802.945.131,66.5,4,1,1,1
Tuesday,13-May-14,3.423.278.595,Melissa,Centre,Mario,5.040.328.124,51.1,2,0,0,0
Tuesday,13-May-14,3.103.487.252,Melissa,East,Mario,615.673.508,44.9,6,0,0,1
Tuesday,13-May-14,3.721.927.666,Melissa,West,Bruno,666.407.155,37.1,2,0,0,0
Tuesday,13-May-14,3.682.862.097,Melissa,West,Bruno,5.977.456.328,42.7,4,0,0,0
Tuesday,13-May-14,3.425.623.705,Melissa,East,Bruno,5.301.629.012,58.2,1,0,0,0
Tuesday,13-May-14,2.554.112.412,Melissa,East,Bruno,704.740.299,26.3,1,0,0,0
Tuesday,13-May-14,4.204.359.091,Melissa,West,Bruno,6.649.721.933,38.9,3,1,1,0
Tuesday,13-May-14,1.226.602.821,Melissa,East,Bruno,8.462.226.247,11.9,1,0,0,0
Tuesday,13-May-14,3.773.490.901,Melissa,West,Mario,6.794.391.277,35.9,3,0,0,0
Tuesday,13-May-14,4.465.261.474,Melissa,Centre,Bruno,5.285.000.381,51.9,4,1,1,0
Tuesday,13-May-14,2.221.660.395,Melissa,Centre,Mario,7.484.403.814,14,1,0,0,0
Tuesday,13-May-14,2.832.236.839,Melissa,West,Mario,7.207.717.013,31.4,2,0,0,1
Tuesday,13-May-14,3.144.692.599,Melissa,West,Mario,6.605.902.847,26.5,2,0,0,0
Tuesday,13-May-14,3.597.100.989,Melissa,East,Bruno,6.748.485.675,47.6,2,0,0,0
Tuesday,13-May-14,3.379.258.613,Melissa,West,Mario,4.761.107.818,36.7,3,0,0,0
Tuesday,13-May-14,2.834.762.578,Melissa,Centre,Mario,598.162.304,44.7,2,0,0,1
Tuesday,13-May-14,3.514.901.503,Melissa,Centre,Mario,6.311.194.822,46.3,9,0,0,1
Tuesday,13-May-14,276.498.287,Melissa,Centre,Mario,5.974.937.527,54.7,3,0,0,1
Tuesday,13-May-14,3.928.251.747,Melissa,West,Mario,6.805.563.972,46.8,3,0,0,0
Wednesday,14-May-14,3.868.372.897,Laura,West,Mario,5.624.422.757,57.8,3,0,0,0
Wednesday,14-May-14,3.261.260.906,Melissa,Centre,Mario,6.206.948.897,34.2,2,0,0,0
Wednesday,14-May-14,4.421.270.959,Melissa,Centre,Mario,4.989.352.493,61.7,4,1,0,0
Wednesday,14-May-14,1.727.956.607,Laura,East,Salvatore,7.892.593.489,11.6,1,0,0,1
Wednesday,14-May-14,3.690.725.027,Melissa,East,Mario,5.911.686.873,51.6,4,0,0,0
Wednesday,14-May-14,4.236.203.864,Melissa,Centre,Salvatore,6.396.910.165,46,5,1,1,1
Wednesday,14-May-14,3.658.306.152,Melissa,East,Mario,5.337.657.666,62.3,4,0,0,1
Wednesday,14-May-14,2.704.983.579,Laura,Centre,Mario,5.072.950.875,42.8,2,0,0,1
Wednesday,14-May-14,3.448.389.207,Laura,East,Mario,6.627.557.572,59.1,2,0,0,0
Wednesday,14-May-14,2.665.779.407,Melissa,East,Salvatore,6.715.369.602,27.7,2,0,0,0
Wednesday,14-May-14,2.783.361.811,Laura,Centre,Mario,6.476.379.015,49.9,5,0,0,0
Wednesday,14-May-14,1.659.311.501,Laura,West,Mario,8.024.813.136,12.7,1,0,0,0
Wednesday,14-May-14,2.818.121.914,Laura,Centre,Mario,5.018.193.835,32.7,6,0,0,0
Wednesday,14-May-14,3.405.618.786,Laura,Centre,Salvatore,6.838.438.878,57.5,2,0,0,0
Wednesday,14-May-14,3.815.852.228,Melissa,West,Salvatore,5.102.724.125,66,4,0,0,1
Wednesday,14-May-14,368.095.344,Melissa,West,Mario,5.697.304.705,39.5,3,0,0,0
Wednesday,14-May-14,2.288.312.219,Laura,East,Salvatore,7.331.379.856,22.3,2,0,0,0
Wednesday,14-May-14,3.014.030.799,Melissa,Centre,Mario,6.456.520.279,60.8,5,0,0,0
Wednesday,14-May-14,328.275.421,Melissa,West,Mario,4.614.305.706,54.9,4,0,0,0
